Date,Barcelona,London,Paris,Berlin,Rome,Madrid,Moscow,Istanbul,Kiev,Vienna,Hamburg,Munich,Naples,Athens,Warsaw,Bucharest,Budapest,Sofia,Brussels,Amsterdam,Prague,Birmingham,Stockholm,Minsk,Oslo,Copenhagen,Helsinki,Dublin,Lyon,Marseille,Lille,Geneva,Zurich,Milan,Florence,Nice,Lisbon,Edinburgh,Porto,Glasgow,Reykjavik,Belgrade,Krakow,Seville,Turin,The Hague
2022-03-20,170436.63641283495,121081.50278738356,507873.3399384485,401397.0695755702,75895.40990501337,42146.81482421177,141383.8199224933,151082.63263841943,244025.291743007,373845.8817677757,593905.0168817089,90193.9790772504,407964.42374874465,87239.28501308795,121844.86283159418,304455.2641906694,542825.7009432445,164513.93292560082,94402.71527488923,540256.9957961992,316954.86567649915,29608.39587332652,355728.2073912781,445901.2296643032,406039.5478955417,556439.116863282,186568.29371276806,106998.73376803954,489646.5660791015,513071.73061340017,556518.5234005108,80758.95310682296,425653.005113401,339923.69745777594,574221.5542309295,348683.39113834425,499063.6151078336,109895.32674143171,369846.8035789105,198449.64366721938,621622.7352659954,140374.69344012204,61846.77943368314,226575.95798758857,44314.05485755833,
2022-03-21,187458.7985662421,113399.7356321859,521039.5153224581,478255.0580162441,89923.68130861601,41046.802881946285,119188.86339304752,139295.4392972042,248035.26604153586,355482.3366703988,592833.3740770866,78837.64049502966,386623.0327729515,82204.89250351323,99603.22805632053,338845.8374594461,536791.7735471475,170281.39996877135,83260.34716026425,615389.7938604172,323160.79234619753,34607.95592678529,373101.93843744014,503041.5859118517,429539.7326210359,491632.5837854652,177582.66340885733,100183.40848471229,501960.70161075966,574609.7066504982,606931.0333079363,61327.007160865745,420191.95882121363,321160.36583658,672274.3218850597,461927.1444043537,518660.828339482,111430.6853472976,357806.85664875834,182392.6797671975,538886.0435547912,137360.894659661,67045.12268186384,199403.43510549236,45559.862946500514,
2022-03-22,193137.36632004206,115158.93624686832,498762.7275231817,425467.5306185618,77250.99532155607,36592.45296920018,108977.73296632429,145421.56898688097,222415.15540089764,338401.94192463666,551329.0049108306,86026.90762113477,342908.48663051694,81495.63705182998,112042.7067350371,324885.16350590193,521760.258671879,168580.85836665274,95619.79022389672,547362.5588955546,291699.6802546307,34827.21067976939,414040.5141634018,473176.57200004713,426222.5042017246,467920.6828952241,135840.92792327094,123894.53687847531,501333.3161742403,516094.89306935715,608707.7517169403,83804.920491196,400918.479725091,315159.0533510089,546724.2939906588,397013.9289859083,441038.18594506977,117234.33945705494,391914.47536452353,197354.05900639834,527108.1068359497,112961.00370539376,68245.19743196825,247260.02184256335,49441.33562222141,
2022-03-23,181141.44259170952,112483.30348247058,528668.2635234293,480606.8629629138,88795.94009601849,40682.154288834485,122056.78933672741,156911.4900637205,235729.30517174143,339649.9763966904,540536.1978642616,95988.43389255137,424929.1385255173,84879.41402608153,108896.75530767791,314799.7937530364,629279.6247497543,160003.7345694125,96195.04320449123,582082.214422725,334790.1771746472,26357.6745933596,475386.45574732014,480261.2321848019,457194.3902243883,529410.8692510258,178333.57540819666,99762.29559060231,467723.04454315506,489241.33222834487,593702.4503185668,84974.67493247951,388822.0846210698,273061.4811094284,554655.0857053803,345552.1680504197,448066.63599085767,130666.44156603118,386038.5017444611,197371.79435401465,609752.2135764274,124319.38789315891,68267.83556614228,267088.44628836925,47636.61428191224,
2022-03-24,173962.29964604296,112007.75800292261,509487.3235660215,416784.7042469488,71425.01310669845,40588.91145845435,110927.26759583353,138948.0907460347,239353.50418073052,290980.4543899897,540880.2203568524,94843.42496055014,405271.05525764864,71308.86364970254,129664.29112770311,405066.3014722864,565881.1148757674,169087.2611294711,109081.50452806587,528324.6869193822,285432.0341466326,36652.07035246354,461992.7352077494,530882.1728347581,398864.2762192796,580363.1874883822,172124.72208629045,98575.79088936922,526064.4800788203,533373.1650430317,569008.8016931277,76221.38740992881,389488.06876249984,356596.7785075053,543596.8685583228,377822.67548960255,420756.3055226423,127179.55622874609,330706.41959033563,175602.0330527307,623347.6548521041,118045.4679184891,70966.99243670846,255464.31148887996,45488.132390667975,
2022-03-25,164819.75440055135,105541.4376369765,517716.81832924526,482377.5052765615,82023.20013354925,46723.81710594857,114078.13330229592,154811.86104924878,305655.7862996724,357949.5555852802,567282.153586976,80409.20539773468,370915.77589147043,87472.37681283815,103909.5612444789,363783.239946936,573561.8904903545,193056.98785342573,87561.27631049037,517655.1035859671,334242.9375824324,28083.14957919686,461086.1170669666,450804.5775056517,466561.1837431622,616608.7847131914,140333.32171515308,88627.96693164244,478552.25673886115,552681.5709243166,559841.4401947475,79439.01435938844,380158.19165223156,342817.91361606686,604569.4234496914,381139.6731416505,523090.3054801616,126640.79664332882,328861.0134339623,188655.77808863262,641544.6308155855,123840.75396419982,78588.88789721002,197032.6594925007,49398.13981793253,
2022-03-26,172199.94108482593,114842.96766034258,469917.7409435613,436626.63679205196,80344.4189518484,43771.7150879928,125233.13824130002,153319.35220978045,293008.5827365584,374443.0466873921,611758.750238451,86607.18064016645,384947.67097110365,84253.1012667787,132074.42062776515,366825.7190561436,501697.11277379974,160238.11847686392,86969.21709368649,536587.5131306717,343034.6570758161,32818.90563294256,527308.7598477639,462728.5354450847,448835.94728107203,578770.1635097254,156245.01108256407,114832.24277476322,495407.820032041,466489.41419445,514780.57621696265,79437.45795561741,402179.44244409906,326204.9413552955,524586.2425460296,404754.8202534338,498980.4138419066,110868.60120978145,391799.3282493192,192066.6671100317,622100.1550380505,143364.84600796655,75126.90594645204,205897.9264959625,54769.0336153534,
2022-03-27,163163.41358606657,111135.25937731225,486681.8631874591,441007.7027628431,72895.93284376792,40886.86746037221,126772.68318184445,134328.7489087251,245284.85159129841,306512.57425872446,558075.0292680388,87656.1256754222,346511.84595602175,84524.45312217332,115676.27683542024,347210.6065379475,498745.13390980737,169277.01875169552,95831.20849080943,486720.7073032785,318589.92256140686,32533.962879810686,405435.9569848139,500958.3215748382,383129.1202558415,475619.42092460237,174163.1273308382,111296.67935092433,478103.98146289587,498223.9845891162,535954.3423785189,72129.72673830195,383520.83051815734,327315.3210647074,566758.989716467,434881.4692456731,508957.5862512133,116291.02511845788,354210.8083612434,203687.81626796687,623749.0715017252,111382.71486704065,64970.77208166361,218435.8681864755,46259.54438500887,
2022-03-28,175887.41237604106,130762.96231615881,505652.9650726956,486168.5011798067,79454.42093183349,41662.49052149196,115336.46380514892,156769.05193079528,248280.1915310701,332162.9566552876,509985.3081538594,89246.6062789494,361483.936051303,90732.77616865419,105979.63585654249,351088.32421422016,543670.0730831093,180261.0111767314,96193.3176161259,480557.7023992299,308888.0615220774,27964.598386911715,454497.85093934706,537570.8397736404,474324.7304556228,533977.0436017854,167180.3586867467,123275.31510956609,480466.8575131133,549117.848833896,549033.3434615515,79368.15289994911,356598.4590106097,350438.587230606,487844.99382103875,390877.7508800667,433241.0577705997,124200.02880572686,388081.5150999181,204442.8917231841,551175.2188865608,110373.98980738512,74372.40668328997,204434.42439880988,45882.17981826623,
2022-03-29,174574.06889645377,126105.14302422627,530405.176559952,419576.4781679424,85941.95794192993,40993.94841269045,130965.78366157963,153565.60717486788,232004.5570544377,318245.017114945,586376.9239584665,81815.02925647158,376844.75754336244,71093.84271716278,110484.93836359188,383483.17495018616,549576.5821918339,178721.13354273338,86413.06855988833,573454.8169693137,323338.2514381728,31591.77412530823,466454.0150379068,548128.7152459924,509802.99698185263,555137.3866359635,143359.18432161375,91812.93498275126,443017.1051419469,530748.1882111814,525441.1049252247,71120.84816512455,350475.33160543285,289786.19927523035,600654.2819719673,362723.5056176427,559037.5367087112,115444.9476983291,402598.6158244443,187996.5971154063,593280.3798884283,118384.12881772389,74157.38620810959,235120.4248508618,46058.87979315159,
2022-03-30,176909.78790740052,115464.40303388983,480967.00629163114,399550.30291302904,76313.27210516855,40186.35005045202,132617.5188746573,146623.6824384881,215970.17335443402,323635.270898501,590633.5074526804,87313.02771218543,432486.35866325995,70952.16751000812,109122.88396259096,355090.8648023432,461573.31455748837,163934.50287788443,87365.85434061637,577871.9703699425,241582.55258062645,30072.590703732763,427573.1299369301,470965.0187782872,466241.0830963538,550780.3447251807,167952.93232358366,115345.24300368935,496696.58863832295,565993.6930204631,597188.6956694742,72336.71736648893,359551.53829005396,315330.8907201477,565736.5739710192,402964.259360862,465356.8665257536,118848.03543820462,340397.7212065084,204561.49868776015,526167.7823090064,129564.40750719242,65994.78812860491,241666.09572506786,50151.22368309958,
2022-03-31,182337.73281958295,105169.58177316218,514574.28627414315,416576.320052799,67738.38581318458,37312.13856721537,135324.67226009772,136568.12246295917,251265.83452341444,352221.33726233576,578905.8511782243,86575.7907589593,373641.15367330867,86102.48584032529,103964.94495889146,371126.523349147,534254.7893665032,132552.6880900789,94185.73688478203,479419.1857303502,320880.64676327293,31506.264882226646,452819.4241243846,532211.7804081783,478398.37758400425,563306.14833443,132747.03601124714,103875.02459694467,575075.5350456734,495348.58758888324,628854.4916384588,82895.31450919955,389366.38866971555,300863.89899804204,519164.2164524256,357917.6742570414,495766.7684899222,125846.92946285727,336136.0403578041,194293.9108922904,502414.9605885293,132196.94009003608,75334.4160558308,207484.38661454848,42893.15413376199,
2022-04-01,180138.63288423722,102039.1718945422,488493.2993383636,447717.24352116475,78232.53359537626,40355.83319395927,126518.57930890692,135440.89175881422,235932.19612562805,292237.31793403847,582903.4801075446,97608.99383279384,413956.0722451691,84208.92532179729,118117.27892463772,350429.468297052,542684.2176304965,170551.07664222925,84300.59426212833,561028.4704464244,310463.58482769935,31046.445945839678,398130.6911920102,468598.2266641462,436462.2353236503,505499.3089380694,157274.69823880692,109956.76898550894,458194.3852746849,580008.8797942846,537317.5919137531,81968.93282928082,381742.93971274275,377850.78883303085,640501.1446855284,347755.38481789664,522620.1901992638,118163.37709259927,429684.20866173506,151902.59606451326,633755.4466038374,131710.04191182286,69638.74877967323,248858.16494835194,44562.13767264153,
2022-04-02,169833.16423190167,122680.30986419134,493744.5631056186,377958.7699679843,72686.75277502411,38411.24713064204,134617.0583584483,139182.05671275314,254361.7630898748,367955.7598705343,538172.8994673595,97885.44507536852,376828.8530519254,85403.98334400519,105518.04260340032,346267.0177454158,532743.8278707761,134700.37367128293,87312.61721149334,517082.6757217469,312035.77015113283,33365.73039544753,507778.20042342285,572615.9913973648,375122.7145898547,547729.1309488491,174706.72545492568,89678.81967161338,474437.30057868204,496705.29060754925,591910.2131928578,71742.88478942405,389158.6252285789,354132.27107462776,527668.7964926225,325720.2801517538,450558.89752154145,123753.27517768934,389582.9579393996,189520.55459345912,562257.1773255686,139070.2357735862,62586.753264566665,245558.87188308014,39895.89123693557,
2022-04-03,163430.81229369756,114361.38202813608,529760.9928641289,454116.7855761168,76197.01647484442,36763.48666269362,103114.87204426757,151750.8709264759,222210.6522281451,371872.17820424505,509213.16972961096,90862.1473648183,401598.51569317596,81141.90538764678,96115.17522867065,315941.60667992185,506800.54732211586,183040.81060742657,90924.63579914074,534860.3211143418,331013.53073162585,30508.70251210752,429408.1008259861,451980.84704048245,367120.64393152634,561204.0383081113,160364.75979037432,115427.14402573815,453038.61367247783,620768.947186724,528452.570780488,71577.4168427358,397895.5385048129,272630.2895782592,626891.838390236,331627.4881008014,467803.82593959756,137043.30789993607,366216.55349451094,214185.07179277687,640066.6452644776,108589.42944601187,73112.77510777209,224017.80603909254,41014.917929868425,
2022-04-04,166659.23314779767,116309.35563713899,415186.11110049335,413458.1732689626,77831.2631182405,42520.115235185775,118290.90906218061,134319.0528601588,238651.15864628387,343675.4164846806,511888.64814123564,89051.18871802221,389333.04351044836,88735.00717237373,112680.21289910462,299683.68736645696,518676.53065378417,166001.51661501627,97470.45296537405,539876.1720616556,311430.69578728615,29818.359919784896,527376.8745337361,549178.8449688521,438757.2952844434,577235.8759004883,153737.56920322392,109794.93835494482,449974.0686877424,473354.17841346544,560534.6565264713,72112.6145189557,363368.5051196934,290870.3454914811,556268.5216519808,351906.9893769075,496195.9186275559,119883.75818897327,350613.92620853015,170638.31277059016,651355.4202582835,138315.76593297126,71768.26095479673,231058.51287188457,43307.371702108474,
2022-04-05,175206.52742405207,96374.53413178948,445440.2514314761,471757.5294029134,67652.587704748,42128.10039521263,112959.03522970784,150528.23706783273,258598.60174704308,281117.8884027097,478122.8949489013,92963.6591396328,421291.32201412885,90543.39723560658,99852.91543062637,348562.32557400345,534404.3076464987,176879.19671253252,85911.04243751886,562126.1861294443,284726.1560207773,33053.24057619212,453923.60259494965,471927.1220481626,411355.8494535185,508417.1381003423,171521.94273172258,102973.9118365184,529228.2630024167,500708.55638528056,545362.9820704963,80496.69005887225,427425.10150542343,327444.55059639283,664826.4602270599,343374.5063086182,601010.5073064242,133023.33250619352,363451.90773601196,198943.40012002562,568661.7726867986,123603.59373367505,69258.93516440887,197746.306915713,45211.89525876103,
2022-04-06,178774.51708160498,120317.37008693496,439627.57612605655,349320.35703169275,68216.61609792439,35010.58068624746,122535.56457537074,130989.91986634785,263908.56758439256,322763.59143254755,560523.3690339656,85928.83173038418,376939.26678179245,87519.20454965162,110114.01286416798,357620.93599221704,546011.5951790081,151961.09642499473,76971.49774286782,524150.8593290621,309760.5622691115,31891.471193962272,494264.4915600889,580640.1926116504,401547.7882934105,530349.2167181878,172616.0161479346,108626.42664157134,446739.0200342465,566983.901600979,607318.9838811508,69956.80310959171,374374.52854850504,318440.24788477004,624657.461806107,388593.62938268104,500968.51467613666,126994.51910242114,342834.37848233344,222170.64645461395,626559.9137227519,134669.1935410148,70332.46867954322,228064.44335059493,52032.6851287976,
2022-04-07,190803.51477663824,116078.8625645435,407370.7619560939,404892.77865449345,81363.91681601886,40448.536118838274,115828.95183723439,143063.4300878708,265904.916020004,385313.1129285551,546423.4277823527,83499.86965215736,344248.0771222183,82498.7691308048,109068.73107630963,319381.6532380744,568301.3107236437,143439.2920368829,76435.51610945041,579447.4012907919,314997.9685726296,32373.64754714776,456322.90492547356,525440.8380958566,432760.05034498405,429118.59151205263,176911.16447566438,96969.67566151072,456010.3836654352,621712.6034839478,549912.0322655194,78209.85429869877,369302.71349023056,295884.33253913093,541794.5029219779,342719.06628091185,552048.5844076051,107286.93575488974,405705.2161294246,185168.53678112224,566659.1546309628,114162.01525361715,66485.67160650427,234430.5760475034,47691.674647262065,
2022-04-08,182124.45788823292,102056.92086068516,475561.37829200894,373786.2759334889,75066.5153733557,44103.37370980224,119764.42365420799,146713.5265317229,231134.81250712182,272776.7448989982,530732.982334579,85019.4438458328,350251.893106083,70049.90746580002,109874.33744611286,355029.9797588817,588946.2898669589,167197.51762822346,81181.83740838827,533594.1439479031,316185.4794163756,29076.093495430923,458900.23350592,462884.81486270827,458009.1078516052,522351.0813974133,171329.73877945036,98507.16824097549,415630.3694201554,562492.4151047999,630717.3421731386,80583.1154560655,397331.5753344642,382437.81354643014,546083.1136866922,283754.35524381296,536367.7689350985,110837.36193275801,355378.9680163056,197199.7892714436,509953.137468376,128208.49298342284,73987.11108818313,237455.0557684642,42571.99308948197,
2022-04-09,184940.46264405738,107781.87539725128,542234.978587513,403521.742470098,62268.306361347466,44310.96203685674,139654.2021009578,173886.91506166718,280769.1616578159,340970.07364562195,420025.93047073024,87265.64791230709,377031.6916604494,89441.97331891253,139115.86655798438,357542.7805953327,529309.3097484005,163340.70038984137,80793.61022742238,546706.3915799409,317363.14066624903,28726.13109778977,447332.29564938735,492219.5525785341,394347.6239631361,536995.8201773862,173981.89168253285,99465.71260073918,456078.8129386494,573369.7872872012,583308.4922971271,75503.08871153061,326360.7415768799,339223.2886954651,617867.3069912964,347434.6932197459,503586.05234433786,113448.76306040093,412074.8742052274,176597.28903869653,604207.1570501329,132994.1692688351,70298.62146781021,241393.58783427186,44113.61285136676,
2022-04-10,174966.34695574408,114370.05566405939,499017.83279633103,440642.5791924433,83261.54523796306,44201.85509163895,119729.8362629642,129412.67483747567,245797.40541195963,317612.70555396244,495204.2843950136,83377.47374799049,354438.2963893126,92492.0221489328,120406.89371900627,294606.7035662815,522292.33687410806,157340.58535768287,89160.94756302019,485994.38850238005,339355.8715779496,29783.56103767779,471442.89672321675,542693.5522406761,427687.65305294446,513350.09414715105,169517.92423199466,87985.18151545296,418342.16758115916,549433.9381570615,562437.5873765545,82184.31437051823,358373.2842608917,343519.6996700028,576949.5193784175,364783.61296385695,450472.17434811237,113242.22623069813,366780.7503259811,222832.64950714612,575766.9294215837,141919.13138764008,71483.1906088621,238870.07070891897,51636.73344253705,
2022-04-11,177488.83218834872,112477.13369575847,516068.3643860445,425886.3857527925,80049.65954017139,40976.63094831985,125395.872124807,162564.694089793,274109.5240755524,373295.1290032945,599421.3939183526,93126.45865555463,406710.3318422065,88601.57618276899,121649.45358121346,329948.2382910126,561053.3086806808,164890.26142102576,81691.24065555827,610627.0993126846,286083.951147592,29514.798218025342,476647.60144079046,551303.3181583139,493822.805246651,562737.208576162,163530.63341513218,110416.70873125289,504867.08780019265,503612.3425654024,531732.0359705002,74188.72549272807,412594.09436607815,312626.81315958337,581335.7358300817,360732.1650161159,530657.2478780911,120676.96816700207,347297.2758675801,195851.463109102,577240.4287758674,113361.90079814549,72559.36831168382,229337.46433024647,50521.76172438757,
2022-04-12,176641.47463066847,109388.98431096548,548145.5469964553,423323.24492010224,73868.46182119979,38087.89234240351,119122.46601013189,147181.19227029386,259014.68715129507,331778.6491877944,520847.1754536201,97301.43536068987,379114.33345883666,78327.6215505222,101789.50833508681,367611.1186107828,568563.819100475,200041.25969764421,85202.13707720202,540276.3353500783,317708.5550952801,32734.459158746045,432955.8715130411,502622.9866947467,400791.29839658167,549089.3690684699,161275.76363704886,113142.34610809071,583595.1846981475,527150.4798333253,597569.0657991717,74738.97802005256,329393.3812636731,350071.36370703886,649299.8947781092,425177.3520073335,430555.94187947665,127532.02531988427,366002.50817943574,197901.3490840391,692853.6433940752,128935.08497107035,64027.92361554214,239656.41515300891,46175.58377562351,
2022-04-13,179720.5988677144,111079.68894340126,560428.9840887709,426579.15965142776,70089.49406706999,37307.982934975604,122113.04755425887,150221.7667470017,232324.1942840636,362054.77303158626,565964.611680681,80261.81555712566,468594.6410977724,88798.64283021692,112986.50164209494,367035.65636519826,523244.46867495903,174715.34230303936,84686.97042238564,550406.0286259776,345636.0186614144,33365.57263874446,459611.51788104145,509991.40271133085,470801.62423458934,455646.7004964378,157089.74854559204,97499.79742568983,466199.9703844928,495469.6715129463,630590.5415959257,70095.12607808699,416771.7790079523,320876.22625852836,554022.1277460423,360486.72226727265,551833.8902436438,133760.6423054069,299376.3473674228,218527.63990617124,525270.7939798391,118241.63912002886,65496.94307538178,253073.61567189894,44704.51509108349,
2022-04-14,199848.17638822887,109749.14334133106,509516.4283727795,439112.0541010395,83580.95656855423,41975.618315089814,121436.2775807653,146814.7530692012,256710.43364936797,366586.26487773046,488894.9952113047,92119.36459781489,339044.21268033795,90057.34187942356,122337.93598058005,323154.10070203,576350.1071661316,177532.02230918827,87096.13971923542,453713.8696995207,269827.7730824711,30906.02891241207,446428.0414392069,543641.7918289049,428056.76763586106,569441.6996572788,144598.2860193126,106172.87318484532,421680.94781690795,492537.5992127404,607501.7555985929,82227.58807544751,428816.92643907043,323446.7586677506,593623.5788130837,405810.1637277601,497011.233266028,124551.79902162199,375264.44637485774,207599.56942026474,616630.9241066892,135756.31285064266,58071.99876076321,232502.20076148145,50893.25966128818,
